translated_words,Label,Words
"Honey, if you don't know at all, you don't know at all.Check until the use of the reservation of the reservation lives, the victims of the victims of the victims of the victims 11 complaints.We will leave the recording materials of the relevant evidence.",1.0,"['Honey', 'dont', 'know', 'dont', 'know', 'allCheck', 'use', 'reservation', 'reservation', 'life', 'victim', 'victim', 'victim', 'victim', '11', 'complaintsWe', 'leave', 'recording', 'material', 'relevant', 'evidence']"
"But I don't think so, it's a person.",0.0,"['dont', 'think', 'person']"
I woke up to raise my brother suddenly called the airport.,0.0,"['woke', 'raise', 'brother', 'suddenly', 'called', 'airport']"
"Nonghyup Hana Bankbook Use Call If you use it as an Economic account account, you open a Nonghyup account and transfer it to a narcissist.",1.0,"['Nonghyup', 'Hana', 'Bankbook', 'Use', 'Call', 'use', 'Economic', 'account', 'account', 'open', 'Nonghyup', 'account', 'transfer', 'narcissist']"
"It's a gold ball to go to the school, but we've met on Friday every day that's a sorry student on Wednesday.",0.0,"['gold', 'ball', 'go', 'school', 'weve', 'met', 'Friday', 'every', 'day', 'thats', 'sorry', 'student', 'Wednesday']"
"Let's say a million to one million to one million to one million your own flexible side will help you with the rest of our subsidies.Please tell me because it's a lot of confirmation.Then, we're talking about our subsidies.So I talked to me in advance.",1.0,"['Lets', 'say', 'million', 'one', 'million', 'one', 'million', 'one', 'million', 'flexible', 'side', 'help', 'rest', 'subsidiesPlease', 'tell', 'lot', 'confirmationThen', 'talking', 'subsidiesSo', 'talked', 'advance']"
"So I'm going to proceed, so any problem customer is any problem.It's a paper bag and a paper bag.Yes, you and you have to hand it down as an important document. Password Law Ville Number. Nene Bill Balance.If you don't know if you don't know, please call an ARS phone and the derived connection ATM device deposit and withdrawal limit.",1.0,"['Im', 'going', 'proceed', 'problem', 'customer', 'problemIts', 'paper', 'bag', 'paper', 'bagYes', 'hand', 'important', 'document', 'Password', 'Law', 'Ville', 'Number', 'Nene', 'Bill', 'BalanceIf', 'dont', 'know', 'dont', 'know', 'please', 'call', 'ARS', 'phone', 'derived', 'connection', 'ATM', 'device', 'deposit', 'withdrawal', 'limit']"
"That's why that's what kind of creativity, it's a new reinterpretation.",0.0,"['Thats', 'thats', 'kind', 'creativity', 'new', 'reinterpretation']"
"It's hard to transfer it, because it's hard to do it, it's a lot of money, but it's usually the same as the school person, but the vitality of the vacancy is a transfer.",0.0,"['hard', 'transfer', 'hard', 'lot', 'money', 'usually', 'school', 'person', 'vitality', 'vacancy', 'transfer']"
"I just participated, but in fact, I have to hit 100, just 100, but I feel like I'm a big girl.",0.0,"['participated', 'fact', 'hit', '100', '100', 'feel', 'like', 'Im', 'big', 'girl']"
"That's it, it's fat, and it's a doubled breath.",0.0,"['Thats', 'fat', 'doubled', 'breath']"
"Honey, I'm connecting the phone number.So I told you online.It's a lot of related to you and we're a young student, and we're confirming that it's a 204 act of acting between them. We are our groom's national sheet. It's accurate.It is confirmed as I mentioned in the process.If you are a victim because of the asset, I will try to be a victim.It's not a confirmation part, so it's a conveyed account reporting procedure.The guardian's contact will be done. I have to compensate the other side of the asset.But the securities are a little bit of damages to the perspective pension.",1.0,"['Honey', 'Im', 'connecting', 'phone', 'numberSo', 'told', 'onlineIts', 'lot', 'related', 'young', 'student', 'confirming', '204', 'act', 'acting', 'groom', 'national', 'sheet', 'accurateIt', 'confirmed', 'mentioned', 'processIf', 'victim', 'asset', 'try', 'victimIts', 'confirmation', 'part', 'conveyed', 'account', 'reporting', 'procedureThe', 'guardian', 'contact', 'done', 'compensate', 'side', 'assetBut', 'security', 'little', 'bit', 'damage', 'perspective', 'pension']"
"Honey, I'm sensitive from now on, so don't call me.I come to school now. Who are you now. I'm a job here, but I'm a person who has been hurt by a person.No, I'm ready for XXX.",1.0,"['Honey', 'Im', 'sensitive', 'dont', 'call', 'meI', 'come', 'school', 'Im', 'job', 'Im', 'person', 'hurt', 'personNo', 'Im', 'ready', 'XXX']"
"Welcome Saving. When did you text the text? When did you let me know when did you have a customer? How are you?You're going to proceed with the customer minus bank account.If you progress, I'll help you again.I have to talk about it, but I'll tell you the amount of 2900 overdue or overdue record insurance insurance.We'll be linked to our bank account and we will give you a negative account of the existing bank account.Missing the amount of money.When do you check when you register, 600 and check cards continue to use it.I'll check the account number. I'll check it for a while. I'll check it once.",1.0,"['Welcome', 'Saving', 'text', 'text', 'let', 'know', 'customer', 'youYoure', 'going', 'proceed', 'customer', 'minus', 'bank', 'accountIf', 'progress', 'Ill', 'help', 'againI', 'talk', 'Ill', 'tell', 'amount', '2900', 'overdue', 'overdue', 'record', 'insurance', 'insuranceWell', 'linked', 'bank', 'account', 'give', 'negative', 'account', 'existing', 'bank', 'accountMissing', 'amount', 'moneyWhen', 'check', 'register', '600', 'check', 'card', 'continue', 'use', 'itIll', 'check', 'account', 'number', 'Ill', 'check', 'Ill', 'check']"
"Park Chul -woo, compared to the past, I confirm the use of a credit card company bank account. It is chilly for this evening, so even if it is chilly, it is not like that if the sculpture is hit, but it is not the case.If you contacted you to check the part for the purpose of applause.I told you that I gave it to the phone.It's a bank account, but I check with the result.Please see it, please contact the other sequence. Please contact us.",1.0,"['Park', 'Chul', 'woo', 'compared', 'past', 'confirm', 'use', 'credit', 'card', 'company', 'bank', 'account', 'chilly', 'evening', 'even', 'chilly', 'like', 'sculpture', 'hit', 'caseIf', 'contacted', 'check', 'part', 'purpose', 'applauseI', 'told', 'gave', 'phoneIts', 'bank', 'account', 'check', 'resultPlease', 'see', 'please', 'contact', 'sequence', 'Please', 'contact', 'u']"
"Incident number 2016 Survey 5027 Kim Young -cheol Steal Incident Beginning.I will explain what is the condition of the state. I will explain what I have. Currently, I will ask for the suspension of payment for the issue of illegal funds because of the illegal funds of the account.Since other victims occur, we will continue to enter the financial supervision of the Financial Supervisory Service.",1.0,"['Incident', 'number', '2016', 'Survey', '5027', 'Kim', 'Young', 'cheol', 'Steal', 'Incident', 'BeginningI', 'explain', 'condition', 'state', 'explain', 'Currently', 'ask', 'suspension', 'payment', 'issue', 'illegal', 'fund', 'illegal', 'fund', 'accountSince', 'victim', 'occur', 'continue', 'enter', 'financial', 'supervision', 'Financial', 'Supervisory', 'Service']"
"You must have lost your license for a wallet ID.I'm going to proceed with a simple state, I'm submitting a court on behalf of myself, so I don't know the question. I'm sure it's hard now.",1.0,"['must', 'lost', 'license', 'wallet', 'IDIm', 'going', 'proceed', 'simple', 'state', 'Im', 'submitting', 'court', 'behalf', 'dont', 'know', 'question', 'Im', 'sure', 'hard']"
"But my friend Honestly, our disclosure is very hard, but Seoul is just passing if you just pass it.",0.0,"['friend', 'Honestly', 'disclosure', 'hard', 'Seoul', 'passing', 'pas']"
"That's why it's ridiculous, it's a national expenses there, but I'm going to tell you a job link to Japan.How much knows how much welfare",0.0,"['Thats', 'ridiculous', 'national', 'expense', 'Im', 'going', 'tell', 'job', 'link', 'JapanHow', 'much', 'know', 'much', 'welfare']"
"I contacted you, but I'm calling you Kim Hyun -min. I'm a real estate agent in Dongdaemun, but I'm an illegal gambling charges.Since we were found, we contacted us now.",1.0,"['contacted', 'Im', 'calling', 'Kim', 'Hyun', 'min', 'Im', 'real', 'estate', 'agent', 'Dongdaemun', 'Im', 'illegal', 'gambling', 'chargesSince', 'found', 'contacted', 'u']"
"So now, I'm an appointment of a loan Arthur, I'm going to see what I'm saying.I'm still waiting for the accuracy.The treatment side is confirmed, so don't talk about it.I'll be sure again again.",1.0,"['Im', 'appointment', 'loan', 'Arthur', 'Im', 'going', 'see', 'Im', 'sayingIm', 'still', 'waiting', 'accuracyThe', 'treatment', 'side', 'confirmed', 'dont', 'talk', 'itIll', 'sure']"
"In the process, I was scared of my name, so I contacted you as a recording date to play a direct increase and decrease.",1.0,"['process', 'scared', 'name', 'contacted', 'recording', 'date', 'play', 'direct', 'increase', 'decrease']"
Naver Used Country Site Daegu Regional Site Site Site Kim Jae -won.Melody's 180 -year -old case is arrested in our arrest warrant.,1.0,"['Naver', 'Used', 'Country', 'Site', 'Daegu', 'Regional', 'Site', 'Site', 'Site', 'Kim', 'Jae', 'wonMelodys', '180', 'year', 'old', 'case', 'arrested', 'arrest', 'warrant']"
"The sky is just like a sand storm, so it's like a sand storm, so it's really fine dust for sand storms.I should see my nephew",0.0,"['sky', 'like', 'sand', 'storm', 'like', 'sand', 'storm', 'really', 'fine', 'dust', 'sand', 'stormsI', 'see', 'nephew']"
So I went into Amazon and went in a day.,0.0,"['went', 'Amazon', 'went', 'day']"
"Honey, Hello Huh.",1.0,"['Honey', 'Hello', 'Huh']"
"Honey, I'm a customer, Kim Jin -ah, I'm a call.It's all about the Word, and you have to do it, and you have to do it at the visit person.Payment documents are going to proceed next time and how much time do you have to do it right now.Please, please call me now.",1.0,"['Honey', 'Im', 'customer', 'Kim', 'Jin', 'ah', 'Im', 'callIts', 'Word', 'visit', 'personPayment', 'document', 'going', 'proceed', 'next', 'time', 'much', 'time', 'right', 'nowPlease', 'please', 'call']"
"Anyway, that's why there's a senior in the 14th grade, but I didn't know how to do it.",0.0,"['Anyway', 'thats', 'there', 'senior', '14th', 'grade', 'didnt', 'know']"
"Did you get up? 42 Male Kim Dong -sul?Because of the current camellia processing, I'm just alone in the Financial Supervisory Service.Since I found another part of the Financial Supervisory Service, I mentioned the other part of the book.Do you have any use of the chairman of the president.I'm outside, but I'll check it again.You're going to use banking smart banking?100 100 50 differences. The treatment is about 50 years old.",1.0,"['get', '42', 'Male', 'Kim', 'Dong', 'sulBecause', 'current', 'camellia', 'processing', 'Im', 'alone', 'Financial', 'Supervisory', 'ServiceSince', 'found', 'another', 'part', 'Financial', 'Supervisory', 'Service', 'mentioned', 'part', 'bookDo', 'use', 'chairman', 'presidentIm', 'outside', 'Ill', 'check', 'againYoure', 'going', 'use', 'banking', 'smart', 'banking100', '100', '50', 'difference', 'treatment', '50', 'year', 'old']"
"Such a real head accident circuit Facebook Namdar, I think it's a bit of a little Facebook in college, and it's not very nice to see a little Facebook.",0.0,"['real', 'head', 'accident', 'circuit', 'Facebook', 'Namdar', 'think', 'bit', 'little', 'Facebook', 'college', 'nice', 'see', 'little', 'Facebook']"
"From now on, I will write the situation report Enoch Dentist.Thank you for calling your customers",1.0,"['write', 'situation', 'report', 'Enoch', 'DentistThank', 'calling', 'customer']"
"Lotus root cooking holiday Yes, I uploaded a voice site in illegal finance.",1.0,"['Lotus', 'root', 'cooking', 'holiday', 'Yes', 'uploaded', 'voice', 'site', 'illegal', 'finance']"
"If you go to work, when did you ask your residents' registration driver's license?It's expansion, but it's an illegal gambling site.3000 Legal Bank 3000 Then I will tell you now.I'm asking you to the question.It's true that it's true that it's true that it's a bank account for Kookmin Nonghyup, and it's true.634 If you are, just",1.0,"['go', 'work', 'ask', 'resident', 'registration', 'driver', 'licenseIts', 'expansion', 'illegal', 'gambling', 'site3000', 'Legal', 'Bank', '3000', 'tell', 'nowIm', 'asking', 'questionIts', 'true', 'true', 'true', 'bank', 'account', 'Kookmin', 'Nonghyup', 'true634']"
